,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,,,g,g,,,g,g,g,,,,,,g,g,g,,,,,,,,,,,,,g,g,g,,bp;bp1;r;7,,,,,,,g,g,g,g,,,fp,,,fp,,,g,g,g,g,bp;bp2;r;8,,,,,,,,g,g,g,g,,,,,,,,,fp,,g,g,g,g,g,g,g,g,,,,,,,,,,,,,,,,,,,,,
g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,,,g,g,,,g,g,g,,,,,,g,g,g,,,g,g,,g,g,,,,,,g,g,g,,,,,,,,,g,g,g,g,,,fp,,,fp,,,g,g,g,g,,,,,,,,,g,g,g,g,,,,,,,,,,,g,g,g,g,g,g,g,g,,,,,,,,,,,,,,,,,,,,,
g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,,,,,,,g,g,g,,,g,,,g,g,g,,,,,,,,,g,g,,,g,g,g,,,,,,,,,g,g,g,g,,,,,,,,,g,g,g,g,,,,,,,,,g,g,g,g,,,,,,,,,,,g,g,g,g,g,g,g,g,,,,,,,,,,,,,,,,,,,,,
g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,,,,,,,g,g,g,,,g,,,g,g,g,,,,,,,,,,,,,g,g,g,,,,,,,,,g,g,g,g,,,,,,,,,g,g,g,g,,,fp,,,g,,,g,g,g,g,,,bp;bp5;r;8,,,,,,,,g,g,g,g,g,g,g,g,,,bp;bp6;d;5,,,,,,,,,,,,,,,,,,
g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,,,,,,,g,g,g,,,,,,g,g,g,,,,,,,,,,,,,g,g,g,,,,,,,,,g,g,g,g,,,,,,,,,g,g,g,g,,,,,,,,,g,g,g,g,,,,,,,,,,,g,g,g,g,g,g,g,g,,,,,,,,,,,,,,,,,,,,,
g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,,,,,,,g,g,g,,,,,,g,g,g,,,,,,,,,,,,,g,g,g,,,,,,,,,g,g,g,g,,,,,,,,,g,g,g,g,,,,,,,,,g,g,g,g,,,,,,,,,,,g,g,g,g,g,g,g,g,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,g,g,g,g,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,g,g,g,g,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,g,g,g,g,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bp;bp7;u;3,,,g,g,g,g,g,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,
